Fecha_venta,Coordenadas,Piso,Tipo,M2,Valor_M2,Precio_lista,Precio_venta,Canje,Valor_canje,M2_canje,Estado_obra
14/6/2023,"-32.9350416, -60.6470425",1,-2,11,1619.53,19500.00,17814.81,0,,,1
14/6/2023,"-32.9350416, -60.6470425",3,2,123,1660.04,223500.00,204185.19,0,,,1
14/6/2023,"-32.9430399, -60.6358630",-1,-2,11,1254.55,16740.00,13800.00,0,,,3
26/6/2023,"-32.9531147, -60.6413840",9,1,49.5,1333.33,73000.00,66000.00,0,,,4
4/7/2023,"-32.9463111, -60.6617054",5,2,76,1513.16,127000.00,115000.00,1,70000.00,48,4
21/7/2023,"-32.9350416, -60.6470425",-1,-1,2.3,1213.17,3000.00,2790.28,0,,,1
21/7/2023,"-32.9350416, -60.6470425",-1,-2,11,1412.34,19500.00,15535.69,0,,,1
21/7/2023,"-32.9350416, -60.6470425",6,3,138.5,1792.58,311625.00,248272.21,0,,,1
31/7/2023,"-32.9430399, -60.6358630",-1,-2,11,1554.77,17820.00,17102.44,1,5159.00,10.26,3
31/7/2023,"-32.9384479, -60.6414404",0,-2,11,1590.91,17500.00,17500.00,1,5697.21,4.49,2
31/7/2023,"-32.9430399, -60.6358630",3,2,79,1530.35,125970.00,120897.56,1,37051.00,73.73,3
31/7/2023,"-32.9384479, -60.6414404",6,2,87,2362.07,205500.00,205500.00,1,45059.76,35.52,2
17/8/2023,"-32.9463111, -60.6617054",-1,-2,12.5,1400.00,18500.00,17500.00,0,,,4
18/8/2023,"-32.9465263, -60.6603753",7,0,37.5,1453.33,54500.00,54500.00,0,,,4
18/8/2023,"-32.9465263, -60.6603753",5,0,37.5,1386.67,52000.00,52000.00,0,,,4
18/8/2023,"-32.9521115, -60.6306584",1,2,97,1411.59,138000.00,136923.98,0,,,4
18/8/2023,"-32.9521115, -60.6306584",3,0,36,1281.60,46500.00,46137.43,0,,,4
18/8/2023,"-32.9521115, -60.6306584",0,-2,12.5,1547.84,19500.00,19347.95,0,,,4
18/8/2023,"-32.9521115, -60.6306584",4,0,36,1446.96,52500.00,52090.64,0,,,4
18/8/2023,"-32.9463111, -60.6617054",1,1,61,1245.90,76000.00,76000.00,0,,,4
18/8/2023,"-32.9463111, -60.6617054",1,1,63,1222.22,77000.00,77000.00,0,,,4
23/8/2023,"-32.9468885, -60.6623848",9,2,90,1104.11,113000.00,99369.65,0,,,3
23/8/2023,"-32.9468885, -60.6623848",0,-2,12.5,1090.43,15500.00,13630.35,0,,,3
28/8/2023,"-32.9465263, -60.6603753",1,0,37.5,1053.33,49000.00,39500.00,0,,,4
29/8/2023,"-32.9350416, -60.6470425",2,3,146,1609.21,253750.00,234945.11,0,,,1
29/8/2023,"-32.9350416, -60.6470425",1,-2,11,1641.35,19500.00,18054.89,0,,,1
6/9/2023,"-32.9468885, -60.6623848",5,1,52,1250.00,66000.00,65000.00,0,,,3
7/9/2023,"-32.9465263, -60.6603753",10,0,39,974.36,55500.00,38000.00,0,,,4
11/9/2023,"-32.9384479, -60.6414404",0,-2,11,1209.09,17500.00,13300.00,0,,,2
14/9/2023,"-32.9521115, -60.6306584",7,2,76,1842.11,140000.00,140000.00,0,,,4
14/9/2023,"-32.9521903, -60.6306774",-1,-2,12.5,1520.00,19000.00,19000.00,0,,,4
14/9/2023,"-32.9463111, -60.6617054",10,2,77,1823.92,140000.00,140441.64,0,,,4
14/9/2023,"-32.9463111, -60.6617054",-1,-2,12.5,1484.67,18500.00,18558.36,0,,,4
20/9/2023,"-32.9406848, -60.6551035",3,1,43.79,1598.54,76900.00,70000.00,0,,,4
28/9/2023,"-32.9468885, -60.6623848",9,2,78.5,1245.22,115000.00,97750.00,0,,,3
28/9/2023,"-32.9468885, -60.6623848",2,2,76,1093.82,97800.00,83130.00,0,,,3
29/9/2023,"-32.9463111, -60.6617054",7,2,63.5,1606.30,105000.00,102000.00,1,67000.00,49,4
6/10/2023,"-32.9521903, -60.6306774",0,-2,12.5,1160.00,17000.00,14500.00,0,,,4
10/10/2023,"-32.9463111, -60.6617054",4,2,76,1500.00,124701.00,114000.00,0,,,4
30/10/2023,"-32.9592776, -60.6312559",8,1,47,1480.37,64895.00,69577.18,0,,,1
30/10/2023,"-32.9592776, -60.6312559",0,-2,12.5,1372.35,16000.00,17154.40,0,,,1
30/10/2023,"-32.9592776, -60.6312559",0,-2,12.5,1372.35,16000.00,17154.40,0,,,1
30/10/2023,"-32.9592776, -60.6312559",0,-2,12.5,1372.35,16000.00,17154.40,0,,,1
30/10/2023,"-32.9592776, -60.6312559",1,2,86.5,1196.10,96500.00,103462.49,0,,,1
30/10/2023,"-32.9592776, -60.6312559",1,2,115,1072.15,115000.00,123297.27,0,,,1
30/10/2023,"-32.9592776, -60.6312559",2,2,85.5,495.32,104000.00,42349.93,0,,,1
30/10/2023,"-32.9592776, -60.6312559",7,2,86.5,1499.77,121000.00,129730.17,0,,,1
30/10/2023,"-32.9592776, -60.6312559",7,0,37,1261.95,43550.00,46692.14,0,,,1
30/10/2023,"-32.9592776, -60.6312559",7,1,47,1458.90,63954.00,68568.29,0,,,1
30/10/2023,"-32.9592776, -60.6312559",8,2,86.5,1512.17,122000.00,130802.32,0,,,1
30/10/2023,"-32.9592776, -60.6312559",8,0,37,1289.48,44500.00,47710.68,0,,,1
30/10/2023,"-32.9592776, -60.6312559",10,22,132,1204.71,148320.00,159021.31,0,,,1
31/10/2023,"-32.9365861, -60.6488862",2,2,105,1417.05,168000.00,148790.13,0,,,1
31/10/2023,"-32.9365861, -60.6488862",-1,-2,11,1491.21,19000.00,16403.27,0,,,1
31/10/2023,"-32.9365861, -60.6488862",-1,-1,2.2,1138.03,2900.00,2503.66,0,,,1
31/10/2023,"-32.9365861, -60.6488862",-1,-2,11,1529.77,19000.00,16827.46,0,,,1
31/10/2023,"-32.9365861, -60.6488862",5,1,52.5,1284.20,76125.00,67420.53,0,,,1
31/10/2023,"-32.9365861, -60.6488862",-1,-2,11,1529.77,19000.00,16827.46,0,,,1
31/10/2023,"-32.9365861, -60.6488862",-1,-2,11,1529.77,19000.00,16827.46,0,,,1
31/10/2023,"-32.9365861, -60.6488862",5,2,110,1549.90,192500.00,170488.69,0,,,1
31/10/2023,"-32.9365861, -60.6488862",-1,-2,11,1529.77,19000.00,16827.46,0,,,1
31/10/2023,"-32.9365861, -60.6488862",4,1,55.5,1496.76,93795.00,83070.06,0,,,1
31/10/2023,"-32.9365861, -60.6488862",8,2,110,1459.03,185900.00,160493.07,0,,,1
31/10/2023,"-32.9365861, -60.6488862",4,2,110,1496.76,185900.00,164643.37,0,,,1
31/10/2023,"-32.9365861, -60.6488862",3,1,52.5,1461.33,86625.00,76719.91,0,,,1
31/10/2023,"-32.9365861, -60.6488862",5,2,106,1496.76,179140.00,158656.33,0,,,1
31/10/2023,"-32.9365861, -60.6488862",3,2,106,1461.33,174900.00,154901.15,0,,,1
1/11/2023,"-32.9430399, -60.6358630",3,2,88,1403.41,128350.00,123500.00,1,70000.00,1,3
1/11/2023,"-32.9430399, -60.6358630",-1,-2,11,1363.64,16740.00,15000.00,0,,,3
1/11/2023,"-32.9430399, -60.6358630",-1,-1,3.2,625,2900.00,2000.00,0,,,3
3/11/2023,"-32.9521903, -60.6306774",-1,-2,12.5,1240.00,19500.00,15500.00,0,,,4
8/11/2023,"-32.9521903, -60.6306774",-1,-2,12.5,1483.22,19500.00,18540.27,0,,,4
8/11/2023,"-32.9521115, -60.6306584",2,1,47.5,1399.15,69900.00,66459.73,0,,,4
9/11/2023,"-32.9430399, -60.6358630",6,2,78,1580.01,131040.00,123240.63,0,,,3
9/11/2023,"-32.9430399, -60.6358630",-1,-2,11,1523.58,17820.00,16759.37,0,,,3
9/11/2023,"-32.9463111, -60.6617054",7,1,49,1544.08,78000.00,75660.00,0,,,4
13/11/2023,"-32.9384479, -60.6414404",6,1,67.5,1303.70,115000.00,88000.00,0,,,2
30/11/2023,"-32.9365861, -60.6488862",7,3,141,1547.65,274950.00,218218.70,1,116758.42,102.41,1
30/11/2023,"-32.9365861, -60.6488862",-1,-1,2.2,1046.20,2900.00,2301.63,1,1821.76,1.59,1
30/11/2023,"-32.9365861, -60.6488862",-1,-2,11,1370.88,19000.00,15079.67,1,9108.81,7.98,1
4/12/2023,"-32.9531147, -60.6413840",3,1,49.5,1414.14,70000.00,70000.00,1,54500.00,38,4
14/12/2023,"-32.9365861, -60.6488862",6,3,141,1225.93,238290.00,172855.97,0,,,1
14/12/2023,"-32.9365861, -60.6488862",3,2,110,1196.91,181500.00,131660.41,0,,,1
14/12/2023,"-32.9365861, -60.6488862",-1,-2,11,1252.97,19000.00,13782.63,0,,,1
14/12/2023,"-32.9365861, -60.6488862",-1,-2,11,1252.97,19000.00,13782.63,0,,,1
14/12/2023,"-32.9365861, -60.6488862",-1,-2,11,1154.05,17500.00,12694.53,0,,,1
14/12/2023,"-32.9365861, -60.6488862",4,2,106,1189.66,173840.00,126103.83,0,,,1
27/12/2023,"-32.9384479, -60.6414404",0,-2,11,1802.32,17500.00,19825.51,1,6846.47,5.13,2
27/12/2023,"-32.9384479, -60.6414404",3,2,83,1723.79,126292.00,143074.49,1,51659.75,38.74,2
29/12/2023,"-32.9384479, -60.6414404",-1,-2,352,1278.41,560000.00,450000.00,0,,,2
29/12/2023,"-32.9384479, -60.6414404",-1,-2,352,1278.41,560000.00,450000.00,0,,,2
10/1/2024,"-32.9531147, -60.6413840",1,2,110.5,1058.82,135000.00,117000.00,0,,,4
24/1/2024,"-32.9465263, -60.6603753",10,1,51,1372.55,74000.00,70000.00,0,,,4
6/2/2024,"-32.9531147, -60.6413840",3,0,38.5,1168.83,49000.00,45000.00,0,,,4
9/2/2024,"-32.9430399, -60.6358630",3,2,81,1469.14,125970.00,119000.00,0,,,3
20/2/2024,"-32.9350416, -60.6470425",1,-2,11,1323.91,19500.00,14562.99,1,14771.71,45361,2
20/2/2024,"-32.9350416, -60.6470425",7,3,149,1739.24,347000.00,259146.55,1,200089.64,135.87,2
20/2/2024,"-32.9350416, -60.6470425",-1,-1,2.3,974.11,3000.00,2240.46,1,3088.63,45537,2
20/2/2024,"-32.9468885, -60.6623848",8,2,90,1328.38,120000.00,119553.90,0,,,4
20/2/2024,"-32.9468885, -60.6623848",-1,-2,12.5,1155.69,14500.00,14446.10,0,,,4
6/3/2024,"-32.9430399, -60.6358630",5,2,81,1543.21,129435.00,125000.00,0,,,4
6/3/2024,"-32.9465263, -60.6603753",4,1,51,1372.55,74500.00,70000.00,0,,,4
7/3/2024,"-32.9468885, -60.6623848",2,1,53.5,1257.94,67300.00,67300.00,0,,,4
11/3/2024,"-32.9365861, -60.6488862",4,1,52.5,1450.00,76125.00,76125.00,0,,,1
13/3/2024,"-32.9468885, -60.6623848",7,1,52,1142.31,66000.00,59400.00,0,,,4
13/3/2024,"-32.9468885, -60.6623848",3,1,52,1090.38,63000.00,56700.00,0,,,4
13/3/2024,"-32.9430399, -60.6358630",-1,-2,11,1620.92,19250.00,17830.08,0,,,4
13/3/2024,"-32.9430399, -60.6358630",-1,-1,3.6,900.51,3500.00,3241.83,0,,,4
13/3/2024,"-32.9468885, -60.6623848",6,1,52,1142.31,66000.00,59400.00,0,,,4
13/3/2024,"-32.9430399, -60.6358630",5,3,148,1595.26,254900.00,236098.01,0,,,4
13/3/2024,"-32.9430399, -60.6358630",-1,-2,11,1620.92,19250.00,17830.08,0,,,4
13/3/2024,"-32.9463111, -60.6617054",4,1,49,1510.20,76000.00,74000.00,0,,,4
26/3/2024,"-32.9190874, -60.8234749",2,2,89,1553.99,142400.00,138304.98,0,,,1
26/3/2024,"-32.9190874, -60.8234749",-1,-1,2,965.78,2500.00,1931.55,0,,,1
26/3/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1359.74,17500.00,16996.75,0,,,1
26/3/2024,"-32.9190874, -60.8234749",-1,-1,2,965.78,2500.00,1931.55,0,,,1
26/3/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1359.74,17500.00,16996.75,0,,,1
26/3/2024,"-32.9190874, -60.8234749",1,2,73.5,1460.23,110505.00,107327.19,0,,,1
26/3/2024,"-32.9190874, -60.8234749",1,2,122,1456.86,183000.00,177737.44,0,,,1
26/3/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1359.74,17500.00,16996.75,0,,,1
26/3/2024,"-32.9190874, -60.8234749",1,2,106.5,1458.10,159885.00,155287.17,0,,,1
26/3/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1359.74,17500.00,16996.75,0,,,1
4/4/2024,"-32.9521903, -60.6306774",3,0,42.5,1294.12,56500.00,55000.00,0,,,4
4/4/2024,"-32.9427243, -60.6463481",10,0,42.5,1294.12,66000.00,55000.00,0,,,4
5/4/2024,"-32.9465263, -60.6603753",5,0,37.5,1306.67,52000.00,49000.00,0,,,4
10/4/2024,"-32.9190874, -60.8234749",1,2,111.5,1365.67,178816.00,152271.78,1,107894.23,68.33,1
10/4/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1192.18,17500.00,14902.22,1,12095.76,7.66,1
11/4/2024,"-32.9463111, -60.6617054",3,2,76,1600.00,133500.00,121600.00,0,,,4
17/4/2024,"-32.9520751, -60.6594841",5,1,58.2,1280.00,74496.00,74496.00,0,,,1
22/4/2024,"-32.9468885, -60.6623848",6,2,78.5,1643.31,129000.00,129000.00,1,70000.00,1,4
6/5/2024,"-32.9592776, -60.6312559",3,2,85,1361.60,125800.00,115736.00,0,,,2
7/5/2024,"-32.9592776, -60.6312559",5,0,37,1081.08,44000.00,40000.00,0,,,2
7/5/2024,"-32.9190874, -60.8234749",0,3,171.5,1387.20,274400.00,237905.23,1,224117.23,159.83,1
7/5/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1329.06,17500.00,16613.23,1,16335.07,11.64,1
7/5/2024,"-32.9190874, -60.8234749",-1,-2,12.5,1329.06,17500.00,16613.23,1,16335.07,11.64,1
7/5/2024,"-32.9190874, -60.8234749",-1,-1,2,1186.66,2500.00,2373.32,1,2613.61,1.86,1
17/5/2024,"-32.9430399, -60.6358630",-1,-2,11,1361.91,16740.00,14980.98,0,,,4
17/5/2024,"-32.9430399, -60.6358630",6,3,189.75,1414.89,300000.00,268476.26,0,,,4
17/5/2024,"-32.9430399, -60.6358630",-1,-1,3.2,811.02,2900.00,2595.27,0,,,4
17/5/2024,"-32.9430399, -60.6358630",-1,-2,11,1449.77,17820.00,15947.49,0,,,4
21/5/2024,"-32.9531147, -60.6413840",0,-2,12.5,1360.00,18000.00,17000.00,0,,,4
21/5/2024,"-32.9531147, -60.6413840",9,0,38.5,1328.57,54000.00,51150.00,0,,,4
21/5/2024,"-32.9531147, -60.6413840",5,1,49.5,1413.70,74000.00,69978.26,0,,,4
21/5/2024,"-32.9531147, -60.6413840",0,-2,12.5,1361.74,18000.00,17021.74,0,,,4
27/5/2024,"-32.9465263, -60.6603753",9,0,37.5,1386.67,52000.00,52000.00,0,,,4
27/5/2024,"-32.9468885, -60.6623848",4,1,52,1053.34,60000.00,54773.52,1,49434.97,35.44,4
27/5/2024,"-32.9468885, -60.6623848",0,-2,12.5,1351.08,18500.00,16888.50,1,11883.40,8.52,4
27/5/2024,"-32.9592776, -60.6312559",5,1,47,1262.51,65000.00,59337.98,1,44681.61,32.03,2
31/5/2024,"-32.9531147, -60.6413840",10,22,84,1572.02,139000.00,132050.00,0,,,4
31/5/2024,"-32.9531147, -60.6413840",0,-2,12.5,1292.00,17000.00,16150.00,0,,,4
6/6/2024,"-32.9468885, -60.6623848",4,0,38,1275.00,51000.00,48450.00,0,,,4
22/7/2024,"-32.9465263, -60.6603753",9,0,39,1333.33,56000.00,52000.00,0,,,4
22/7/2024,"-32.9430399, -60.6358630",-1,-1,3.2,937.5,2900.00,3000.00,0,,,4
30/7/2024,"-32.9508122, -60.6558817",0,-2,12.5,1480.52,19000.00,18506.49,0,,,4
30/7/2024,"-32.9430399, -60.6358630",2,2,79,1518.99,136000.00,120000.00,0,,,4
30/7/2024,"-32.9350416, -60.6470425",2,3,172,1732.74,305250.00,298032.04,1,237718.29,"1066,52",2
30/7/2024,"-32.9350416, -60.6470425",-1,-1,2.3,1634.73,3000.00,3759.88,1,3178.79,14.26,2
30/7/2024,"-32.9350416, -60.6470425",-1,-2,11,1730.81,19500.00,19038.90,1,15202.91,68.2,2
30/7/2024,"-32.9508122, -60.6558817",6,2,77,1707.71,135000.00,131493.51,0,,,4
15/8/2024,"-32.9430399, -60.6358630",-1,-2,11,1727.27,20000.00,19000.00,0,,,4
16/8/2024,"-32.9430399, -60.6358630",-1,-2,11,1636.36,20000.00,18000.00,0,,,4
23/8/2024,"-32.9463111, -60.6617054",2,2,84,1517.86,127500.00,127500.00,0,,,4
30/8/2024,"-32.9350416, -60.6470425",-1,-1,2.3,1091.15,3000.00,2509.65,0,,,2
30/8/2024,"-32.9350416, -60.6470425",1,-2,11,1482.98,19500.00,16312.74,0,,,2
30/8/2024,"-32.9350416, -60.6470425",8,2,123,1960.79,288300.00,241177.61,0,,,2
4/9/2024,"-32.9430399, -60.6358630",1,2,124,1274.19,158250.00,158000.00,1,45000.00,58,4
9/9/2024,"-32.9508122, -60.6558817",1,2,76,1526.32,130000.00,116000.00,0,,,4
9/9/2024,"-32.9430399, -60.6358630",-1,-2,11,1773.02,20000.00,19503.27,0,,,4
9/9/2024,"-32.9430399, -60.6358630",1,2,114.5,1244.51,146126.00,142496.73,0,,,4
17/9/2024,"-32.9531147, -60.6413840",6,0,38.5,1428.57,55000.00,55000.00,0,,,4
19/9/2024,"-32.9531147, -60.6413840",0,-2,12.5,1288.89,17000.00,16111.11,0,,,4
19/9/2024,"-32.9531147, -60.6413840",10,22,84,1534.39,136000.00,128888.89,0,,,4
23/9/2024,"-32.9430399, -60.6358630",-1,-2,11,1727.27,20000.00,19000.00,0,,,4
25/9/2024,"-32.9463111, -60.6617054",6,2,76,1825.00,143000.00,138700.00,0,,,4
26/9/2024,"-32.9430399, -60.6358630",1,2,111,1414.41,157000.00,157000.00,0,,,4